TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,HS_DEPLOYED,PC_DEPLOYED,MAST_RAISED,TEMPERATURE,VOLTAGE,PRESSURE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,TILT_X,TILT_Y,CMD_ECHO
1033,05:41:20.65,29,F,4,435.5,P,C,N,17.7,7.32,106.6,05:41:20,435.5,19.21,72.8233,4,0.46,0.33,CXON
1033,05:41:21.09,30,F,4,419.6,P,C,N,17.5,7.33,106.4,05:41:21,419.6,19.21,72.8233,4,0.05,0.75,CXON
1033,05:41:22.54,31,F,4,415.1,P,C,N,17.9,7.32,106.3,05:41:22,415.1,19.21,72.8233,4,0.57,0.47,CXON
1033,05:41:23.82,32,F,4,410.6,P,C,N,17.2,7.37,106.3,05:41:23,410.6,19.21,72.8233,4,0.58,0.3,CXON
1033,05:41:24.77,33,F,4,406.0,P,C,N,17.7,7.37,106.2,05:41:24,406.0,19.2099,72.8233,4,0.7,0.09,CXON
1033,05:41:25.36,34,F,4,401.3,P,C,N,17.9,7.28,106.2,05:41:25,401.3,19.2099,72.8233,4,0.81,0.75,CXON
1033,05:41:26.60,35,F,5,396.4,P,C,N,17.5,7.28,106.1,05:41:26,396.4,19.2099,72.8233,4,0.41,0.87,CXON
1033,05:41:27.85,36,F,5,391.3,P,C,N,17.4,7.38,106.1,05:41:27,391.3,19.2099,72.8232,4,0.73,0.54,CXON
1033,05:41:28.55,37,F,5,386.3,P,C,N,17.8,7.33,106.0,05:41:28,386.3,19.2099,72.8232,4,0.31,0.26,CXON
1033,05:41:29.57,38,F,5,381.0,P,C,N,17.5,7.36,105.9,05:41:29,381.0,19.2099,72.8232,4,0.71,0.26,CXON
1033,05:41:30.51,39,F,5,375.9,P,C,N,17.6,7.37,105.9,05:41:30,375.9,19.2099,72.8232,4,0.55,0.85,CXON
1033,05:41:31.48,40,F,5,371.2,P,C,N,17.7,7.37,105.8,05:41:31,371.2,19.2099,72.8232,4,0.48,0.63,CXON
1033,05:41:32.61,41,F,5,366.1,P,C,N,17.2,7.38,105.8,05:41:32,366.1,19.2099,72.8231,4,0.05,0.54,CXON
1033,05:41:33.13,42,F,5,361.5,P,C,N,18.0,7.28,105.7,05:41:33,361.5,19.2098,72.8231,4,0.16,0.64,CXON
1033,05:41:34.80,43,F,5,356.8,P,C,N,17.8,7.37,105.6,05:41:34,356.8,19.2098,72.8231,4,0.66,0.57,CXON
1033,05:41:35.50,44,F,5,352.3,P,C,N,17.7,7.34,105.6,05:41:35,352.3,19.2098,72.8231,4,0.09,0.33,CXON
1033,05:41:36.46,45,F,5,347.0,P,C,N,17.8,7.39,105.5,05:41:36,347.0,19.2098,72.8231,4,0.56,0.19,CXON
1033,05:41:37.41,46,F,5,342.5,P,C,N,17.7,7.31,105.5,05:41:37,342.5,19.2098,72.823,4,0.66,0.71,CXON
1033,05:41:38.22,47,F,5,337.2,P,C,N,17.7,7.28,105.4,05:41:38,337.2,19.2098,72.823,4,0.17,0.15,CXON
1033,05:41:39.72,48,F,5,332.2,P,C,N,17.8,7.34,105.3,05:41:39,332.2,19.2098,72.823,4,0.42,0.61,CXON
1033,05:41:40.63,49,F,5,327.2,P,C,N,17.5,7.28,105.3,05:41:40,327.2,19.2098,72.823,4,0.56,0.24,CXON
1033,05:41:41.13,50,F,5,321.8,P,C,N,17.9,7.33,105.2,05:41:41,321.8,19.2098,72.8229,4,0.02,0.48,CXON
1033,05:41:42.83,51,F,5,317.1,P,C,N,17.1,7.36,105.2,05:41:42,317.1,19.2097,72.8229,4,0.83,0.41,CXON
1033,05:41:43.54,52,F,5,311.6,P,C,N,17.8,7.34,105.1,05:41:43,311.6,19.2097,72.8229,4,0.88,0.26,CXON
1033,05:41:44.34,53,F,5,306.4,P,C,N,17.1,7.38,105.0,05:41:44,306.4,19.2097,72.8229,4,0.77,0.11,CXON
1033,05:41:45.83,54,F,5,301.4,P,C,N,17.4,7.32,105.0,05:41:45,301.4,19.2097,72.8229,4,0.84,0.22,CXON
1033,05:41:46.29,55,F,6,296.7,P,C,N,17.7,7.28,104.9,05:41:46,296.7,19.2097,72.8228,4,0.89,0.24,CXON
1033,05:41:47.74,56,F,6,292.1,P,C,N,17.6,7.36,104.8,05:41:47,292.1,19.2097,72.8228,4,0.03,0.36,CXON
1033,05:41:48.10,57,F,6,287.0,P,C,N,17.2,7.31,104.8,05:41:48,287.0,19.2097,72.8228,4,0.99,0.78,CXON
1033,05:41:49.06,58,F,6,282.4,P,C,N,17.7,7.34,104.7,05:41:49,282.4,19.2097,72.8228,4,0.99,0.33,CXON
1033,05:41:50.23,59,F,6,277.5,P,C,N,17.9,7.35,104.7,05:41:50,277.5,19.2096,72.8228,4,0.44,0.58,CXON
1033,05:41:51.48,60,F,6,272.5,P,C,N,17.7,7.39,104.6,05:41:51,272.5,19.2096,72.8228,4,0.3,0.31,CXON
1033,05:41:52.59,61,F,6,267.9,P,C,N,17.9,7.31,104.5,05:41:52,267.9,19.2096,72.8227,4,0.85,0.25,CXON
1033,05:41:53.38,62,F,6,263.4,P,C,N,17.2,7.36,104.5,05:41:53,263.4,19.2096,72.8227,4,0.81,0.09,CXON
1033,05:41:54.38,63,F,6,258.4,P,C,N,17.3,7.37,104.4,05:41:54,258.4,19.2096,72.8227,4,0.3,0.4,CXON
1033,05:41:55.98,64,F,6,253.6,P,C,N,17.5,7.3,104.4,05:41:55,253.6,19.2096,72.8227,4,0.06,0.95,CXON
1033,05:41:56.68,65,F,6,248.3,P,C,N,17.5,7.29,104.3,05:41:56,248.3,19.2096,72.8227,4,0.48,0.93,CXON
1033,05:41:57.13,66,F,6,243.8,P,C,N,17.5,7.34,104.3,05:41:57,243.8,19.2096,72.8226,4,0.88,0.7,CXON
1033,05:41:58.67,67,F,6,239.3,P,C,N,17.9,7.28,104.2,05:41:58,239.3,19.2096,72.8226,4,0.13,0.46,CXON
1033,05:41:59.83,68,F,6,234.0,P,C,N,17.1,7.36,104.1,05:41:59,234.0,19.2095,72.8226,4,0.39,0.42,CXON
1033,05:42:00.85,69,F,6,228.8,P,C,N,17.6,7.36,104.1,05:42:00,228.8,19.2095,72.8226,4,0.2,0.16,CXON
1033,05:42:01.02,70,F,6,223.6,P,C,N,17.8,7.31,104.0,05:42:01,223.6,19.2095,72.8226,4,0.4,0.76,CXON
1033,05:42:02.43,71,F,6,219.0,P,C,N,17.4,7.28,104.0,05:42:02,219.0,19.2095,72.8226,4,0.8,0.4,CXON
1033,05:42:03.09,72,F,6,214.3,P,C,N,17.9,7.36,103.9,05:42:03,214.3,19.2095,72.8225,4,0.17,0.27,CXON
1033,05:42:04.05,73,F,6,208.8,P,C,N,17.8,7.36,103.8,05:42:04,208.8,19.2095,72.8225,4,0.38,0.35,CXON
1033,05:42:05.78,74,F,6,203.8,P,C,N,17.3,7.36,103.8,05:42:05,203.8,19.2095,72.8225,4,0.51,0.53,CXON
1033,05:42:06.35,75,F,6,198.9,P,C,N,17.8,7.34,103.7,05:42:06,198.9,19.2095,72.8225,4,0.3,0.19,CXON
1033,05:42:07.06,76,F,6,194.1,P,C,N,17.0,7.32,103.7,05:42:07,194.1,19.2095,72.8225,4,0.09,0.8,CXON
1033,05:42:08.02,77,F,6,189.0,P,C,N,18.0,7.39,103.6,05:42:08,189.0,19.2094,72.8224,4,0.59,0.89,CXON
1033,05:42:09.93,78,F,6,183.8,P,C,N,17.9,7.35,103.5,05:42:09,183.8,19.2094,72.8224,4,0.22,0.79,CXON
1033,05:42:10.56,79,F,6,178.3,P,C,N,17.9,7.34,103.5,05:42:10,178.3,19.2094,72.8224,4,0.16,0.05,CXON
1033,05:42:11.56,80,F,6,173.1,P,C,N,17.1,7.33,103.4,05:42:11,173.1,19.2094,72.8224,4,0.23,0.19,CXON
1033,05:42:12.37,81,F,6,167.8,P,C,N,17.2,7.33,103.3,05:42:12,167.8,19.2094,72.8224,4,0.35,0.65,CXON
1033,05:42:13.22,82,F,6,163.3,P,C,N,17.9,7.29,103.3,05:42:13,163.3,19.2094,72.8224,4,0.23,0.41,CXON
1033,05:42:14.80,83,F,6,158.7,P,C,N,17.1,7.38,103.2,05:42:14,158.7,19.2094,72.8223,4,0.62,0.23,CXON
1033,05:42:15.92,84,F,6,153.2,P,C,N,17.3,7.34,103.2,05:42:15,153.2,19.2094,72.8223,4,0.76,0.17,CXON
1033,05:42:16.48,85,F,6,147.9,P,C,N,17.6,7.32,103.1,05:42:16,147.9,19.2094,72.8223,4,0.45,0.23,CXON
1033,05:42:17.38,86,F,6,142.4,P,C,N,17.7,7.31,103.0,05:42:17,142.4,19.2093,72.8223,4,0.25,0.12,CXON
1033,05:42:18.31,87,F,6,137.4,P,C,N,17.2,7.37,103.0,05:42:18,137.4,19.2093,72.8223,4,0.55,0.68,CXON
1033,05:42:19.65,88,F,6,132.8,P,C,N,17.0,7.36,102.9,05:42:19,132.8,19.2093,72.8222,4,0.19,0.86,CXON
1033,05:42:20.94,89,F,6,127.5,P,C,N,17.6,7.37,102.8,05:42:20,127.5,19.2093,72.8222,4,0.05,0.29,CXON
1033,05:42:21.23,90,F,6,122.3,P,C,N,17.7,7.31,102.8,05:42:21,122.3,19.2093,72.8222,4,0.21,0.05,CXON
1033,05:42:22.76,91,F,6,116.8,P,C,N,17.1,7.35,102.7,05:42:22,116.8,19.2093,72.8222,4,0.18,0.66,CXON
1033,05:42:23.13,92,F,6,111.4,P,C,N,17.1,7.37,102.7,05:42:23,111.4,19.2093,72.8222,4,0.88,0.46,CXON
1033,05:42:24.21,93,F,6,106.3,P,C,N,17.2,7.33,102.6,05:42:24,106.3,19.2093,72.8221,4,0.52,0.99,CXON
1033,05:42:25.14,94,F,6,100.9,P,C,N,17.2,7.34,102.5,05:42:25,100.9,19.2092,72.8221,4,0.45,0.31,CXON
1033,05:42:26.01,95,F,6,96.4,P,C,N,17.7,7.32,102.5,05:42:26,96.4,19.2092,72.8221,4,0.0,0.49,CXON
1033,05:42:27.78,96,F,6,91.8,P,C,N,17.3,7.34,102.4,05:42:27,91.8,19.2092,72.8221,4,0.91,0.08,CXON
1033,05:42:28.28,97,F,6,86.7,P,C,N,17.9,7.32,102.4,05:42:28,86.7,19.2092,72.8221,4,0.26,0.64,CXON
1033,05:42:29.03,98,F,6,81.2,P,C,N,17.1,7.32,102.3,05:42:29,81.2,19.2092,72.8221,4,0.57,0.82,CXON
1033,05:42:30.64,99,F,6,76.1,P,C,N,17.1,7.3,102.2,05:42:30,76.1,19.2092,72.822,4,0.38,0.81,CXON
1033,05:42:31.19,100,F,6,70.7,P,C,N,17.3,7.33,102.2,05:42:31,70.7,19.2092,72.822,4,0.4,0.87,CXON
1033,05:42:32.67,101,F,6,66.0,P,C,N,18.0,7.31,102.1,05:42:32,66.0,19.2092,72.822,4,0.59,0.46,CXON
1033,05:42:33.43,102,F,6,60.5,P,C,N,17.2,7.3,102.0,05:42:33,60.5,19.2092,72.822,4,0.79,0.74,CXON
1033,05:42:34.09,103,F,6,56.0,P,C,N,17.8,7.31,102.0,05:42:34,56.0,19.2091,72.822,4,0.77,0.81,CXON
1033,05:42:35.51,104,F,6,51.5,P,C,N,17.1,7.34,101.9,05:42:35,51.5,19.2091,72.8219,4,0.12,0.96,CXON
1033,05:42:36.98,105,F,6,46.7,P,C,N,17.1,7.35,101.9,05:42:36,46.7,19.2091,72.8219,4,0.27,0.01,CXON
1033,05:42:37.84,106,F,6,42.0,P,C,N,17.9,7.36,101.8,05:42:37,42.0,19.2091,72.8219,4,0.5,0.59,CXON
1033,05:42:38.51,107,F,6,37.2,P,C,N,17.5,7.33,101.8,05:42:38,37.2,19.2091,72.8219,4,0.27,0.07,CXON
1033,05:42:39.87,108,F,6,32.6,P,C,N,18.0,7.34,101.7,05:42:39,32.6,19.2091,72.8219,4,0.5,0.91,CXON
1033,05:42:40.23,109,F,6,28.1,P,C,N,17.8,7.28,101.7,05:42:40,28.1,19.2091,72.8219,4,0.18,0.42,CXON
1033,05:42:41.22,110,F,6,23.4,P,C,N,17.3,7.35,101.6,05:42:41,23.4,19.2091,72.8219,4,0.33,0.88,CXON
1033,05:42:42.36,111,F,6,18.9,P,C,N,17.8,7.39,101.5,05:42:42,18.9,19.2091,72.8219,4,0.98,0.42,CXON
1033,05:42:43.20,112,F,6,14.3,P,C,N,17.2,7.28,101.5,05:42:43,14.3,19.2091,72.8219,4,0.54,0.16,CXON
1033,05:42:44.04,113,F,6,9.3,P,C,N,17.3,7.3,101.4,05:42:44,9.3,19.2091,72.8219,4,0.2,0.15,CXON
1033,05:42:45.70,114,F,6,4.1,P,C,N,17.7,7.35,101.4,05:42:45,4.1,19.2091,72.8219,4,0.66,0.33,CXON
1033,05:42:46.19,115,F,7,0.0,P,C,N,18.0,7.34,101.3,05:42:46,0.0,19.2091,72.8219,4,0.94,0.68,CXOFF
